Date,A/C Type,Location,Fatalities,Registration,detail.url
"Jun 26, 2016",PZL-Mielec AN-2,"Bereke, Almaty Province",1,UP-A0273,http://www.baaa-acro.com/crash/crash-pzl-mielec-2r-bereke-1-killed
"Jun 26, 2016",Canadair CL-215,"Dervenochoria, Central Greece / Στερεά Ελλάδα",0,1111,http://www.baaa-acro.com/crash/crash-canadair-cl-215-1a10-dervenochoria
"Jun 19, 2016",Pilatus PC-6 (Porter & Turbo Porter),"Ferreira do Alentejo, Baixo Alentejo",1,D-FSCB,http://www.baaa-acro.com/crash/crash-pilatus-pc-6b2-h4-turbo-porter-ferreira-do-alentejo-1-killed
"Jun 17, 2016",Cessna 207 Skywagon/Stationair,"Goodnews Bay, Alaska",0,N91170,http://www.baaa-acro.com/crash/crash-cessna-207-stationair-7-goodnews-bay
"Jun 16, 2016",Piper PA-31-310 Navajo,"State College, Pennsylvania",2,N3591P,http://www.baaa-acro.com/crash/crash-piper-pa-31-325-navajo-state-college-2-killed
"Jun 16, 2016",Casa 212 Aviocar,"Bạch Long Vĩ Island, Hải Phòng City District",9,8983,http://www.baaa-acro.com/crash/crash-casa-212-aviocar-400mpa-bach-long-vi-island-9-killed
"Jun 14, 2016",Cessna 208B Grand Caravan,"Lolat, Special Region of Papua",0,PK-RCK,http://www.baaa-acro.com/crash/crash-cessna-208b-grand-caravan-ex-lolat
"Jun 14, 2016",Antonov AN-32,"Bor, Jonglei (جونقلي)",0,EK-32120,http://www.baaa-acro.com/crash/crash-antonov-32a-bor
"Jun 11, 2016",Pilatus PC-6 (Porter & Turbo Porter),"Marina di Cecina, Tuscany",2,S5-CMB,http://www.baaa-acro.com/crash/crash-pilatus-pc-6b2-h4-turbo-porter-marina-di-cecina-2-killed
"May 31, 2016",Piaggio P.1HH HammerHead,"Trapani, Sicily",0,CPX621,http://www.baaa-acro.com/crash/crash-piaggio-p1hh-hammerhead-levanzo-island
"May 31, 2016",Rockwell Aero Commander 700,"Beaverdell, British Columbia",0,C-GBCM,http://www.baaa-acro.com/crash/crash-rockwell-aero-commander-700-beaverdell
"May 19, 2016",Airbus A320,"Mediterranean Sea, All World",66,SU-GCC,http://www.baaa-acro.com/crash/crash-airbus-a320-232-mediterranean-sea-66-killed
"May 18, 2016",Antonov AN-12,"Camp Dwyer AFB, Helmand",7,4K-AZ25,http://www.baaa-acro.com/crash/crash-antonov-12b-camp-dwyer-7-killed
"May 18, 2016",Boeing B-52 Stratofortress,"Andersen AFB, All Guam Island",0,60-0047,http://www.baaa-acro.com/crash/crash-boeing-b-52h-155-bw-stratofortress-andersen-afb
"May 12, 2016",Cessna 208B Grand Caravan,"Lodi, California",0,N1114A,http://www.baaa-acro.com/crash/crash-cessna-208b-grand-caravan-lodi
"May 10, 2016",De Havilland DHC-2 Beaver,"Lumby, British Columbia",0,C-FMPV,http://www.baaa-acro.com/crash/crash-de-havilland-dhc-2-beaver-i-lumby
"May 5, 2016",Convair CV-580,"Manning, Alberta",0,C-FEKF,http://www.baaa-acro.com/crash/crash-convair-cv-580-manning
"Apr 30, 2016",Antonov AN-26,"El Obeid, North Kurdufan (شمال كردفان)",5,-,http://www.baaa-acro.com/crash/crash-antonov-26-el-obeid-5-killed
"Apr 26, 2016",Cessna 421B Golden Eagle II,"Foley, Alabama",0,N3372Q,http://www.baaa-acro.com/crash/crash-cessna-421b-golden-eagle-ii-foley
"Apr 19, 2016",Beechcraft 90 King Air,"Slidell, Louisiana",2,N7MC,http://www.baaa-acro.com/crash/crash-beechcraft-king-air-a90-1-slidell-2-killed
"Apr 14, 2016",PZL-Mielec AN-2,"Maryevka, Samara oblast",1,-,http://www.baaa-acro.com/crash/crash-pzl-mielec-2-maryevka-1-killed
"Apr 13, 2016",Britten-Norman Islander,"Kiunga, Western (Fly)",12,P2-SBC,http://www.baaa-acro.com/crash/crash-britten-norman-bn-2t-islander-kiunga-12-killed
"Apr 9, 2016",Rockwell Grand Commander 690,"Hare, Texas",2,N690TH,http://www.baaa-acro.com/crash/crash-rockwell-grand-commander-690b-hare-2-killed
"Apr 6, 2016",BAe 125,"Kanoya AFB, Kyūshū",6,49-3043,http://www.baaa-acro.com/crash/crash-bae-u-125-kanoya-afb-6-killed
"Apr 6, 2016",Douglas DC-3,"Puerto Gaitán, Casanare",0,HK-2663,http://www.baaa-acro.com/crash/crash-douglas-dc-3-puerto-gaitan
"Apr 4, 2016",ATR42-600,"Jakarta-Perdanakusuma, City District of Jakarta",0,PK-TNJ,http://www.baaa-acro.com/crash/ground-collision-atr42-600-jakarta
"Apr 3, 2016",PZL-Mielec AN-2,"Aksarino, Republic of Tatarstan",0,RA-54828,http://www.baaa-acro.com/crash/crash-pzl-mielec-2r-aksarino
"Mar 29, 2016",Mitsubishi MU-2 Marquise,"Le Havre-aux-Maisons (Magdalen Islands), Quebec",7,N246W,http://www.baaa-acro.com/crash/crash-mitsubishi-mu-2b-60-marquise-le-havre-aux-maisons-7-killed
"Mar 29, 2016",Antonov AN-26,"Rostov-on-Don, Rostov oblast",0,09 blue,http://www.baaa-acro.com/crash/ground-fire-antonov-26rt-rostov-don
"Mar 19, 2016",Boeing 737-800,"Rostov-on-Don, Rostov oblast",62,A6-FDN,http://www.baaa-acro.com/crash/crash-boeing-737-8kn-rostov-don-62-killed
"Mar 19, 2016",Comp Air CA-9,"Campo de Marte AFB (São Paulo), São Paulo",7,PR-ZRA,http://www.baaa-acro.com/crash/crash-comp-air-ca-9-campo-de-marte-7-killed
"Mar 18, 2016",Beechcraft 90 King Air,"Oeiras, Piauí",0,PP-JBL,http://www.baaa-acro.com/crash/crash-beechcraft-king-air-c90-oeiras
"Mar 16, 2016",Cessna 208B Grand Caravan,"Hawijah, Kirkuk (كركوك)",3,YI-119,http://www.baaa-acro.com/crash/crash-cessna-ac-208b-combat-caravan-hawijah-3-killed
"Mar 15, 2016",IAI Arava 201,"Fátima, Pastaza",22,E-206,http://www.baaa-acro.com/crash/crash-iai-arava-201-fatima-22-killed
"Mar 9, 2016",Antonov AN-26,"Cox's Bazar, Chittagong",3,S2-AGZ,http://www.baaa-acro.com/crash/crash-antonov-26b-coxs-bazar-3-killed
"Mar 3, 2016",Cessna 208 Caravan,"Langebaanweg AFB, Western Cape",0,3004,http://www.baaa-acro.com/crash/crash-cessna-208-caravan-i-near-langebaanweg-afb
"Feb 26, 2016",PAC 750XL - Pacific Aerospace Corporation,"Chilkhaya, Karnali",2,9N-AJB,http://www.baaa-acro.com/crash/crash-pacific-aerospace-750xl-chilkhaya-2-killed
"Feb 26, 2016",Casa-Nurtanio CN235 (IPTN),"Kuala Selangor, Selangor",0,M44-07,http://www.baaa-acro.com/crash/crash-casa-cn235m-near-kuala-selangor
"Feb 24, 2016",De Havilland DHC-6 Twin Otter,"Dana, Dhawalagiri",23,9N-AHH,http://www.baaa-acro.com/crash/crash-de-havilland-dhc-6-twin-otter-400-near-dana-23-killed
"Feb 10, 2016",Beechcraft 1900D,"Naypyidaw, Mandalay Region",5,4601,http://www.baaa-acro.com/crash/crash-beechcraft-1900d-naypyidaw-5-killed
"Feb 6, 2016",PZL-Mielec AN-2,"Gai, Orenburg oblast",3,RA-40204,http://www.baaa-acro.com/crash/crash-pzl-mielec-2r-near-gai-3-killed
"Feb 1, 2016",Socata TBM-900,"Florianópolis, Santa Catarina",2,PP-LIG,http://www.baaa-acro.com/crash/crash-socata-tbm-900-campeche-island-2-killed
"Jan 30, 2016",Rockwell Sabreliner 75,"Santiago de Querétaro, Querétaro",0,N380CF,http://www.baaa-acro.com/crash/crash-rockwell-sabreliner-75a-santiago-de-queretaro
"Jan 29, 2016",Cessna 425 Conquest,"Windhoek-Hosea Kutako, Khomas Region",3,V5-MJW,http://www.baaa-acro.com/crash/crash-cessna-425-conquest-windhoek-3-killed
"Jan 28, 2016",McDonnell Douglas MD-83,"Mashhad, Razavi Khorasan",0,EP-ZAB,http://www.baaa-acro.com/crash/crash-mcdonnell-douglas-md-83-mashhad
"Jan 28, 2016",Cessna 208 Caravan,"Whitsunday Island, Queensland",0,VH-WTY,http://www.baaa-acro.com/crash/crash-cessna-208-caravan-i-whitsunday-island
"Jan 18, 2016",Cessna 525 CJ1,"Cedar Fort, Utah",2,N711BX,http://www.baaa-acro.com/crash/crash-cessna-525-citationjet-cj1-cedar-fort-2-killed
"Jan 8, 2016",Canadair RegionalJet CRJ-200,"Akkajaure Lake, Norrbotten",2,SE-DUX,http://www.baaa-acro.com/crash/crash-canadair-regional-jet-crj-200pf-near-akkajaure-lake-2-killed
"Jan 6, 2016",Pilatus PC-12,"Savannah, Georgia",0,N978AF,http://www.baaa-acro.com/crash/ground-accident-pilatus-pc-1247e-savannah
"Jan 3, 2016",Beechcraft 90 King Air,"Paraty, Rio de Janeiro",2,PP-LMM,http://www.baaa-acro.com/crash/crash-beechcraft-king-air-c90gti-paraty-2-killed
"Jan 2, 2016",Cessna 208B Grand Caravan,"Anaktuvuk Pass, Alaska",0,N540ME,http://www.baaa-acro.com/crash/crash-cessna-208b-grand-caravan-near-anaktuvuk-pass
"Dec 24, 2015",Piper PA-46 Malibu Meridian (Malibu Mirage),"Corinth-Roscoe Turner, Mississippi",0,N891CR,http://www.baaa-acro.com/crash/crash-piper-pa-46-500tp-meridian-corinth
"Dec 23, 2015",Hawker 400,"Telluride, Colorado",0,XA-MEX,http://www.baaa-acro.com/crash/crash-hawker-400a-telluride
"Dec 22, 2015",Beechcraft 200 Super King Air,"New Delhi, National Capital Territory of Delhi",10,VT-BSA,http://www.baaa-acro.com/crash/crash-beechcraft-super-king-air-200-new-delhi-10-killed
"Dec 11, 2015",Cessna 208B Grand Caravan,"Pickle Lake, Ontario",1,C-FKDL,http://www.baaa-acro.com/crash/crash-cessna-208b-grand-caravan-near-pickle-lake-1-killed
"Dec 10, 2015",Piper PA-46 Malibu Meridian (Malibu Mirage),"Omaha, Nebraska",1,N145JR,http://www.baaa-acro.com/crash/crash-piper-pa-46-500tp-meridian-omaha-1-killed
"Dec 7, 2015",Eclipse EA500,"Swellendam, Western Cape",1,ZS-DKS,http://www.baaa-acro.com/crash/crash-eclipse-ea500-near-swellendam-1-killed
"Nov 26, 2015",Boeing 737-300,"Mexico City, Federal District of Mexico City",0,XA-UNM,http://www.baaa-acro.com/crash/crash-boeing-737-322-mexico-city
"Nov 22, 2015",Boeing 737-300,"Osh, Osh City",0,EX-37005,http://www.baaa-acro.com/crash/crash-boeing-737-3y0-osh
"Nov 17, 2015",Cessna 402,"Acandí, Chocó",2,HK-4981-G,http://www.baaa-acro.com/crash/crash-cessna-402b-acandi-2-killed
"Nov 10, 2015",Hawker Siddeley HS.780 Andover C.1,"Malakal, Upper Nile (أعالي النيل)",0,TL-AEW,http://www.baaa-acro.com/crash/crash-hawker-siddeley-hs780-andover-c1-malakal
"Nov 10, 2015",Cessna 650 Citation VII,"Guarda-Mor, Minas Gerais",4,PT-WQH,http://www.baaa-acro.com/crash/crash-cessna-650-citation-vii-guarda-mor-4-killed
"Nov 10, 2015",BAe 125,"Akron, Ohio",9,N237WR,http://www.baaa-acro.com/crash/crash-bae-125-700a-akron-9-killed
"Nov 9, 2015",Cessna 441 Conquest,"Climax, Georgia",2,N164GP,http://www.baaa-acro.com/crash/crash-cessna-441-conquest-ii-climax-2-killed
"Nov 4, 2015",Antonov AN-12,"Juba, Central Equatoria (الاستوائية الوسطى)",41,EY-406,http://www.baaa-acro.com/crash/crash-antonov-12bk-juba-41-killed
"Nov 3, 2015",Boeing 737-400,"Lahore, Punjab (پنجاب)",0,AP-BJO,http://www.baaa-acro.com/crash/crash-boeing-737-4h6-lahore
"Nov 2, 2015",Fokker F27 Friendship,"Koussané, Kayes",0,6W-STF,http://www.baaa-acro.com/crash/crash-fokker-f27-friendship-400m-near-koussane
"Nov 2, 2015",Grumman G-159 Gulfstream I,"Kinshasa-N'Djili, Kinshasa City Province",0,9Q-CNP,http://www.baaa-acro.com/crash/crash-grumman-g-159-gulfstream-i-kinshasa
"Oct 31, 2015",Airbus A321,"Hasna, North Sinai",224,EI-ETJ,http://www.baaa-acro.com/crash/crash-airbus-a321-231-near-hasna-224-killed
"Oct 29, 2015",Boeing 767-200,"Fort Lauderdale-Hollywood, Florida",0,N251MY,http://www.baaa-acro.com/crash/fire-boeing-767-269er-fort-lauderdale
"Oct 28, 2015",Pilatus PC-6 (Porter & Turbo Porter),"Buenos Aires, Buenos Aires City",2,GN-804,http://www.baaa-acro.com/crash/crash-pilatus-pc-6b2-h2-turbo-porter-buenos-aires-2-killed
"Oct 26, 2015",Piper PA-31-350 Navajo Chieftain,"Weston, Florida",0,N55GK,http://www.baaa-acro.com/crash/crash-piper-pa-31-350-navajo-chieftain-weston
"Oct 22, 2015",Learjet 31,"La Tinaja, Guanajuato",4,XB-GYB,http://www.baaa-acro.com/crash/crash-learjet-31a-la-tinaja-4-killed
"Oct 19, 2015",Learjet 35,"San Fernando de Apure, Buenos Aires province",0,LV-ZSZ,http://www.baaa-acro.com/crash/crash-learjet-35a-san-fernando
"Oct 16, 2015",Cessna 207 Skywagon/Stationair,"Taylor, British Columbia",2,C-GNVZ,http://www.baaa-acro.com/crash/crash-cessna-207-skywagon-taylor-2-killed
"Oct 15, 2015",Comp Air CA-8,"Ray, Michigan",0,N224MS,http://www.baaa-acro.com/crash/crash-comp-air-ca-8-ray
"Oct 14, 2015",Cessna 208B Grand Caravan,"Yumbillo, Valle del Cauca",3,PR-MIC,http://www.baaa-acro.com/crash/crash-cessna-208b-grand-caravan-yumbillo-3-killed
"Oct 14, 2015",Cessna 421B Golden Eagle II,"Hammond-Northshore, Louisiana",2,N33FA,http://www.baaa-acro.com/crash/crash-cessna-421b-golden-eagle-ii-hammond-2-killed
"Oct 12, 2015",Airbus A300,"Afgooye, Shabeellaha Hoose (شبيلي السفلى)",0,SU-BMZ,http://www.baaa-acro.com/crash/crash-airbus-a300b4-203f-afgooye
"Oct 12, 2015",Cessna 208B Grand Caravan,"Bamyan, Bamyan",2,YA22382,http://www.baaa-acro.com/crash/crash-cessna-208b-grand-caravan-near-bamyan-2-killed
"Oct 6, 2015",BAe 146,"Tamale, Northern",0,9G-SBB,http://www.baaa-acro.com/crash/crash-bae-146-300-tamale
"Oct 3, 2015",Beechcraft 200 Super King Air,"Stapleford, Essex",2,G-BYCP,http://www.baaa-acro.com/crash/crash-beechcraft-super-king-air-200-chigwell-2-killed
"Oct 3, 2015",Piper PA-31-310 Navajo,"Bogotá-Guaymaral, Bogotá Capital District",2,HK-3909G,http://www.baaa-acro.com/crash/crash-piper-pa-31-325-navajo-cr-bogota-2-killed
"Oct 2, 2015",Lockheed C-130 Hercules,"Jalalabad, Nangarhar",13,08-3174,http://www.baaa-acro.com/crash/crash-lockheed-c-130j-30-jalalabad-13-killed
"Oct 2, 2015",De Havilland DHC-6 Twin Otter,"Dubai-Palm Jumeirah, Dubai",0,DU-SD4,http://www.baaa-acro.com/crash/crash-de-havilland-dhc-6-twin-otter-200-dubai
"Oct 2, 2015",Piper PA-31-310 Navajo,"Veracruz, Rivas",1,C-GCMD,http://www.baaa-acro.com/crash/crash-piper-pa-31-310-navajo-los-camastros-1-killed
"Oct 2, 2015",De Havilland DHC-6 Twin Otter,"Mt Latimojong, South Sulawesi",10,PK-BRM,http://www.baaa-acro.com/crash/crash-de-havilland-dhc-6-twin-otter-300-mt-latimojong-10-killed
"Sep 30, 2015",De Havilland Dash-8-400,"Saarbrücken, Saarland",0,LX-LGH,http://www.baaa-acro.com/crash/crash-de-havilland-dash-8-q402-saarbrucken
"Sep 25, 2015",Curtiss C-46 Commando,"Déline, Northwest Territories",0,C-GTXW,http://www.baaa-acro.com/crash/crash-curtiss-c-46a-45-cu-commando-deline
"Sep 24, 2015",Cessna 421B Golden Eagle II,"Ozren, Republika Srpska",1,YU-BSW,http://www.baaa-acro.com/crash/crash-cessna-421b-golden-eagle-ii-ozren-1-killed
"Sep 21, 2015",Rockwell Aero Commander 680,"Boise, Idaho",0,N222JS,http://www.baaa-acro.com/crash/crash-rockwell-aero-commander-680e-boise
"Sep 16, 2015",PZL-Mielec AN-2,"Bratsk, Irkutsk oblast",0,RA-35141,http://www.baaa-acro.com/crash/crash-pzl-mielec-2r-near-bratsk
"Sep 15, 2015",Piper PA-31-350 Navajo Chieftain,"Thompson, Manitoba",0,C-FXLO,http://www.baaa-acro.com/crash/crash-piper-pa-31-350-navajo-chieftain-thompson
"Sep 15, 2015",De Havilland DHC-3 Otter,"Iliamna, Alaska",3,N928RK,http://www.baaa-acro.com/crash/crash-de-havilland-dhc-3t-turbo-otter-iliamna-3-killed
"Sep 11, 2015",Piper PA-60 Aerostar (Ted Smith 600),"San Pedro de los Milagros, Antioquia",2,N164HH,http://www.baaa-acro.com/crash/crash-piper-pa-60-aerostar-san-pedro-de-los-milagros-2-killed
"Sep 8, 2015",Boeing 777-200,"Las Vegas, Nevada",0,G-VIIO,http://www.baaa-acro.com/crash/fire-boeing-777-236er-las-vegas
"Sep 6, 2015",De Havilland DHC-6 Twin Otter,"Franklin, North Carolina",0,N181CS,http://www.baaa-acro.com/crash/crash-de-havilland-dhc-6-twin-otter-200-franklin
"Sep 5, 2015",BAe 125,"Atlantic Ocean, All World",7,6V-AIM,http://www.baaa-acro.com/crash/crash-bae-125-700b-dakar-7-killed
"Aug 29, 2015",Dornier DO228,"Kaduna, Kaduna",7,NAF030,http://www.baaa-acro.com/crash/crash-dornier-do228-212-kaduna-7-killed
"Aug 29, 2015",Technoavia SM-92 Turbo Finist,"Casale Monferrato, Piedmont",0,HA-YDJ,http://www.baaa-acro.com/crash/crash-technoavia-smg-92-turbo-finist-casale-monferrato
"Aug 26, 2015",Cessna 550 Citation II,"Charallave, Miranda",0,YV3125,http://www.baaa-acro.com/crash/crash-cessna-s550-citation-ii-charallave
"Aug 23, 2015",De Havilland DHC-2 Beaver,"Les Bergeronnes, Quebec",6,C-FKRJ,http://www.baaa-acro.com/crash/crash-de-havilland-dhc-2-beaver-near-les-bergeronnes-6-killed
"Aug 20, 2015",Let 410UVP,"Vršatec, Trenčín Region",3,OM-SAB,http://www.baaa-acro.com/crash/crash-let-410ma-vrsatec-3-killed
"Aug 20, 2015",Let 410UVP,"Vršatec, Trenčín Region",4,OM-ODQ,http://www.baaa-acro.com/crash/crash-let-410uvp-vrsatec-4-killed
"Aug 16, 2015",ATR42-300,"Oksibil, Special Region of Papua",54,PK-YRN,http://www.baaa-acro.com/crash/crash-atr42-300-near-oksibil-54-killed
"Aug 16, 2015",Cessna 441 Conquest,"Cape Town, Western Cape",5,V5-NRS,http://www.baaa-acro.com/crash/crash-cessna-441-conquest-ii-cape-town-5-killed
"Aug 16, 2015",Rockwell Sabreliner 60,"San Diego, California",4,N442RM,http://www.baaa-acro.com/crash/crash-rockwell-sabreliner-60sc-san-diego-4-killed
"Aug 12, 2015",PAC 750XL - Pacific Aerospace Corporation,"Ninia, Special Region of Papua",1,PK-KIG,http://www.baaa-acro.com/crash/crash-pacific-aerospace-pac750xl-ninia-1-killed
"Aug 12, 2015",Cessna 208B Grand Caravan,"Juancho E. Yrausquin (Saba Island), Dutch Antilles",0,N924FE,http://www.baaa-acro.com/crash/crash-cessna-208b-super-cargomaster-saba-island
"Aug 9, 2015",Cessna 421B Golden Eagle II,"Clovis, New Mexico",0,N726JB,http://www.baaa-acro.com/crash/crash-cessna-421b-golden-eagle-ii-clovis
"Aug 9, 2015",De Havilland DHC-2 Beaver,"Barkárdal, Northeastern Region (Norðurland eystra)",1,N610LC,http://www.baaa-acro.com/crash/crash-de-havilland-dhc-2-beaver-near-barkardal-1-killed
"Aug 8, 2015",Cessna 402,"Cajicá, Cundinamarca",3,HK-4990,http://www.baaa-acro.com/crash/crash-cessna-402b-cajica-3-killed
"Aug 1, 2015",PZL-Mielec AN-2,"Stăncuța, Brăila",1,YR-PEG,http://www.baaa-acro.com/crash/crash-pzl-mielec-2r-stancuta-1-killed
"Aug 1, 2015",Beechcraft 90 King Air,"Georgetown, Kentucky",0,N257CQ,http://www.baaa-acro.com/crash/crash-beechcraft-king-air-c90b-georgetown
"Jul 31, 2015",Embraer EMB-505 Phenom 300,"Blackbushe, Hampshire",4,HZ-IBN,http://www.baaa-acro.com/crash/crash-embraer-emb-505-phenom-300-blackbushe-4-killed
"Jul 31, 2015",Casa-Nurtanio CN235 (IPTN),"Agustín Codazzi, Cesar",11,FAC1261,http://www.baaa-acro.com/crash/crash-casa-cn-235m-100-agustin-codazzi-11-killed
"Jul 29, 2015",Socata TBM-700,"Milwaukee-Lawrence J. Timmerman, Wisconsin",2,N425KJ,http://www.baaa-acro.com/crash/crash-socata-tbm-700-milwaukee-2-killed
"Jul 27, 2015",Embraer EMB-110 Bandeirante,"Lagoa Santa (Belo Horizonte), Minas Gerais",0,2326,http://www.baaa-acro.com/crash/crash-embraer-c-95bm-bandeirante-lagoa-santa
"Jul 24, 2015",ATR72-200,"Yangon, Yangon Region",0,XY-AIH,http://www.baaa-acro.com/crash/crash-atr72-212-yangon
"Jul 17, 2015",Cessna 207 Skywagon/Stationair,"Point Howard, Alaska",1,N62AK,http://www.baaa-acro.com/crash/crash-cessna-207a-skywagon-near-point-howard-1-killed
"Jul 14, 2015",Tupolev TU-95,"Litovko, Khabarovsk Krai",2,RF-94204,http://www.baaa-acro.com/crash/crash-tupolev-tu-95ms-near-litovko-2-killed
"Jul 7, 2015",Cessna 208B Grand Caravan,"Dubai-Skydive Campus, Dubai",0,DU-SD1,http://www.baaa-acro.com/crash/crash-cessna-208b-grand-caravan-dubai
"Jul 6, 2015",Quest Kodiak 100,"Pskov AFB, Pskov oblast",0,N642RM,http://www.baaa-acro.com/crash/crash-quest-kodiak-100-pskov
"Jul 2, 2015",De Havilland DHC-6 Twin Otter,"Kuredu Island, North Central Province",0,8Q-MAN,http://www.baaa-acro.com/crash/crash-de-havilland-dhc-6-twin-otter-300-kuredu-island
"Jun 30, 2015",Lockheed C-130 Hercules,"Medan-Soewondo AFB, North Sumatra",142,A-1310,http://www.baaa-acro.com/crash/crash-lockheed-kc-130b-hercules-medan-142-killed
"Jun 25, 2015",De Havilland DHC-3 Otter,"Ella Lake, Alaska",9,N270PA,http://www.baaa-acro.com/crash/crash-de-havilland-dhc-3t-turbo-otter-near-ella-lake-9-killed
"Jun 25, 2015",Antonov AN-2,"Okcheon, North Chungcheong (충청북도)",0,HL1090,http://www.baaa-acro.com/crash/crash-antonov-2-okcheon
"Jun 20, 2015",Cessna 303 Crusader,"Nuquí, Chocó",1,HK-4677-G,http://www.baaa-acro.com/crash/crash-cessna-t303-crusader-near-nuqui-1-killed
"Jun 16, 2015",Boeing 737-300,"Aktau, Mangystau",0,LY-FLB,http://www.baaa-acro.com/crash/ground-fire-boeing-737-322-aktau
"Jun 15, 2015",PZL-Mielec AN-2,"Rostov-on-Don, Rostov oblast",0,RA-84553,http://www.baaa-acro.com/crash/crash-pzl-mielec-2-near-rostov
"Jun 8, 2015",Dornier DO228,"Karaikal, Tamil Nadu",3,CG761,http://www.baaa-acro.com/crash/crash-dornier-do228-101-karaikal-3-killed
"Jun 8, 2015",Tupolev TU-95,"Ukrainka AFB, Amur oblast",1,RF-94181,http://www.baaa-acro.com/crash/crash-tupolev-tu-95-ukrainka-afb-1-killed
"Jun 7, 2015",Beechcraft 90 King Air,"Belo Horizonte, Minas Gerais",3,PR-AVG,http://www.baaa-acro.com/crash/crash-beechcraft-king-air-c90gti-belo-horizonte-3-killed
"Jun 2, 2015",Swearingen SA226 Metro II,"Santiago de Querétaro, Querétaro",5,XA-UKP,http://www.baaa-acro.com/crash/crash-swearingen-sa226tc-metro-ii-queretaro-5-killed
"May 30, 2015",Cessna 207 Skywagon/Stationair,"Bethel, Alaska",1,N1653U,http://www.baaa-acro.com/crash/crash-cessna-207-skywagon-near-bethel-1-killed
"May 24, 2015",Embraer EMB-820 Navajo,"Ricaurte, Cojedes",2,PT-RCN,http://www.baaa-acro.com/crash/crash-embraer-emb-820c-navajo-ricaurte-2-killed
"May 21, 2015",Cessna 421 Golden Eagle,"Monterrey-Del Norte, Nuevo León",0,XB-MTC,http://www.baaa-acro.com/crash/crash-cessna-421-monterrey
"May 20, 2015",Hawker 800XP,"Puerto Colombia, Atlántico",4,-,http://www.baaa-acro.com/crash/crash-hawker-800xp-puerto-colombia-4-killed
"May 19, 2015",Cessna 208 Caravan,"Mandeng, Upper Nile (أعالي النيل)",0,5Y-NKV,http://www.baaa-acro.com/crash/crash-cessna-208b-caravan-i-mandeng
"May 18, 2015",PZL-Mielec AN-2,"Sanamer, Stavropol Krai",0,RA-56528,http://www.baaa-acro.com/crash/crash-pzl-mielec-2r-sanamer
"May 16, 2015",PZL-Mielec AN-2,"Baltic Sea, All World",2,LY-AET,http://www.baaa-acro.com/crash/crash-pzl-mielec-2r-baltic-sea-2-killed
"May 10, 2015",Xian MA60,"Fuzhou, Fujian",0,B-3476,http://www.baaa-acro.com/crash/crash-xian-ma60-fuzhou
"May 10, 2015",PZL-Mielec AN-2,"Azov, Rostov oblast",0,RF-01159,http://www.baaa-acro.com/crash/crash-pzl-mielec-2-azov
"May 9, 2015",Airbus A400M,"Seville, Andalusia",4,EC-403,http://www.baaa-acro.com/crash/crash-airbus-a400m-seville-4-killed
"May 7, 2015",Piper PA-46 Malibu Meridian (Malibu Mirage),"Spokane-Felts Field, Washington",2,N962DA,http://www.baaa-acro.com/crash/crash-piper-pa-46-350p-malibu-mirage-spokane-2-killed
"Apr 28, 2015",Shin Meiwa US-2,"Inarizaki, Shikoku",0,9905,http://www.baaa-acro.com/crash/crash-shin-meiwa-us-2-inarizaki
"Apr 25, 2015",Beechcraft 200 Super King Air,"Maracaibo, Zulia",0,YV2803,http://www.baaa-acro.com/crash/crash-beechcraft-super-king-air-200-maracaibo
"Apr 25, 2015",Airbus A320,"Istanbul-Atatürk, Marmara Region (Marmara Bölgesi)",0,TC-JPE,http://www.baaa-acro.com/crash/crash-airbus-a320-232-istanbul
"Apr 14, 2015",Airbus A320,"Hiroshima, Chūgoku",0,HL7762,http://www.baaa-acro.com/crash/crash-airbus-a320-232-hiroshima
"Apr 13, 2015",Swearingen SA226 Metro II,"Mount Seymour, British Columbia",2,C-GSKC,http://www.baaa-acro.com/crash/crash-swearingen-sa226tc-metro-ii-near-mount-seymour-2-killed
